Event,Timestamp,Ack Number,Sequence
Triple Duplicate,2020-04-21 16:34:03.060502,1,2165218
Triple Duplicate,2020-04-21 16:34:03.060503,1,2169598
Triple Duplicate,2020-04-21 16:34:03.060504,1,2173978
Triple Duplicate,2020-04-21 16:34:03.062256,1,2181278
Triple Duplicate,2020-04-21 16:34:03.064128,1,2187118
Triple Duplicate,2020-04-21 16:34:03.064129,1,2191498
Triple Duplicate,2020-04-21 16:34:03.170638,1,2203178
Triple Duplicate,2020-04-21 16:34:03.170641,1,2207558
Triple Duplicate,2020-04-21 16:34:03.170643,1,2211938
Triple Duplicate,2020-04-21 16:34:03.171250,1,2217778
Triple Duplicate,2020-04-21 16:34:03.171841,1,2225078
Triple Duplicate,2020-04-21 16:34:03.171843,1,2229458
Triple Duplicate,2020-04-21 16:34:03.175572,1,2233838
Triple Duplicate,2020-04-21 16:34:03.175574,1,2239678
Triple Duplicate,2020-04-21 16:34:03.175576,1,2242598
Triple Duplicate,2020-04-21 16:34:03.175578,1,2246978
Triple Duplicate,2020-04-21 16:34:03.175580,1,2251358
Triple Duplicate,2020-04-21 16:34:03.175582,1,2255738
Triple Duplicate,2020-04-21 16:34:03.176223,1,2260118
Triple Duplicate,2020-04-21 16:34:03.176225,1,2264498
Triple Duplicate,2020-04-21 16:34:03.176227,1,2268878
Triple Duplicate,2020-04-21 16:34:03.176229,1,2273258
Triple Duplicate,2020-04-21 16:34:03.176732,1,2277638
Triple Duplicate,2020-04-21 16:34:03.176735,1,2282018
Triple Duplicate,2020-04-21 16:34:03.176737,1,2287858
Triple Duplicate,2020-04-21 16:34:03.176739,1,2290778
Triple Duplicate,2020-04-21 16:34:03.176741,1,2295158
Triple Duplicate,2020-04-21 16:34:03.176743,1,2300998
Triple Duplicate,2020-04-21 16:34:03.176745,1,2303918
Triple Duplicate,2020-04-21 16:34:03.176747,1,2308298
Triple Duplicate,2020-04-21 16:34:03.176749,1,2314138
Triple Duplicate,2020-04-21 16:34:03.176751,1,2317058
Triple Duplicate,2020-04-21 16:34:03.179323,1,2324358
Triple Duplicate,2020-04-21 16:34:03.179325,1,2328738
Triple Duplicate,2020-04-21 16:34:03.179327,1,2333118
Triple Duplicate,2020-04-21 16:34:03.179333,1,2336038
Triple Duplicate,2020-04-21 16:34:03.179336,1,2341878
Triple Duplicate,2020-04-21 16:34:03.179338,1,2346258
Triple Duplicate,2020-04-21 16:34:03.179340,1,2350638
Triple Duplicate,2020-04-21 16:34:03.179570,1,2356478
Triple Duplicate,2020-04-21 16:34:03.179572,1,2360858
Triple Duplicate,2020-04-21 16:34:03.179574,1,2365238
Triple Duplicate,2020-04-21 16:34:03.186873,1,2372538
Triple Duplicate,2020-04-21 16:34:03.186875,1,2378378
Triple Duplicate,2020-04-21 16:34:03.186877,1,2382758
Triple Duplicate,2020-04-21 16:34:03.186879,1,2385678
Triple Duplicate,2020-04-21 16:34:03.187818,1,2392978
Triple Duplicate,2020-04-21 16:34:03.191001,1,2398818
Triple Duplicate,2020-04-21 16:34:03.191003,1,2401738
Triple Duplicate,2020-04-21 16:34:03.193549,1,2410498
Triple Duplicate,2020-04-21 16:34:03.295366,1,2414878
Triple Duplicate,2020-04-21 16:34:03.295368,1,2419258
Triple Duplicate,2020-04-21 16:34:03.295370,1,2422178
Triple Duplicate,2020-04-21 16:34:03.296090,1,2429478
Triple Duplicate,2020-04-21 16:34:03.296093,1,2433858
Triple Duplicate,2020-04-21 16:34:03.296095,1,2438238
Triple Duplicate,2020-04-21 16:34:03.296816,1,2445538
Triple Duplicate,2020-04-21 16:34:03.296818,1,2449918
Triple Duplicate,2020-04-21 16:34:03.296820,1,2454298
Triple Duplicate,2020-04-21 16:34:03.296822,1,2458678
Triple Duplicate,2020-04-21 16:34:03.296824,1,2463058
Triple Duplicate,2020-04-21 16:34:03.296826,1,2467438
Triple Duplicate,2020-04-21 16:34:03.300274,1,2470358
Triple Duplicate,2020-04-21 16:34:03.300277,1,2476198
Triple Duplicate,2020-04-21 16:34:03.300279,1,2480578
Triple Duplicate,2020-04-21 16:34:03.300281,1,2484958
Triple Duplicate,2020-04-21 16:34:03.300529,1,2489338
Triple Duplicate,2020-04-21 16:34:03.300531,1,2493718
Triple Duplicate,2020-04-21 16:34:03.300533,1,2498098
Triple Duplicate,2020-04-21 16:34:03.300535,1,2502478
Triple Duplicate,2020-04-21 16:34:03.300537,1,2506858
Triple Duplicate,2020-04-21 16:34:03.300539,1,2511238
Triple Duplicate,2020-04-21 16:34:03.300540,1,2515618
Triple Duplicate,2020-04-21 16:34:03.300543,1,2519998
Triple Duplicate,2020-04-21 16:34:03.302283,1,2524378
Triple Duplicate,2020-04-21 16:34:03.302286,1,2528758
Triple Duplicate,2020-04-21 16:34:03.302438,1,2533138
Triple Duplicate,2020-04-21 16:34:03.302440,1,2537518
Triple Duplicate,2020-04-21 16:34:03.302442,1,2541898
Triple Duplicate,2020-04-21 16:34:03.302445,1,2546278
Triple Duplicate,2020-04-21 16:34:03.302448,1,2550658
Triple Duplicate,2020-04-21 16:34:03.302451,1,2555038
Triple Duplicate,2020-04-21 16:34:03.302453,1,2559418
Triple Duplicate,2020-04-21 16:34:03.302998,1,2566718
Triple Duplicate,2020-04-21 16:34:03.303000,1,2571098
Triple Duplicate,2020-04-21 16:34:03.303002,1,2575478
Triple Duplicate,2020-04-21 16:34:03.303005,1,2579858
Triple Duplicate,2020-04-21 16:34:03.305708,1,2584238
Triple Duplicate,2020-04-21 16:34:03.305710,1,2588618
Triple Duplicate,2020-04-21 16:34:03.305712,1,2591538
Triple Duplicate,2020-04-21 16:34:03.305714,1,2597378
Triple Duplicate,2020-04-21 16:34:03.306346,1,2604678
Triple Duplicate,2020-04-21 16:34:03.309333,1,2610518
Triple Duplicate,2020-04-21 16:34:03.309335,1,2613438
Triple Duplicate,2020-04-21 16:34:03.313101,1,2622198
Triple Duplicate,2020-04-21 16:34:03.427821,1,2626578
Triple Duplicate,2020-04-21 16:34:03.427823,1,2630958
Triple Duplicate,2020-04-21 16:34:03.427825,1,2635338
Triple Duplicate,2020-04-21 16:34:03.428705,1,2641178
Triple Duplicate,2020-04-21 16:34:03.428707,1,2645558
Triple Duplicate,2020-04-21 16:34:03.428709,1,2649938
Triple Duplicate,2020-04-21 16:34:03.429226,1,2657238
Triple Duplicate,2020-04-21 16:34:03.429228,1,2661618
Triple Duplicate,2020-04-21 16:34:03.429230,1,2665998
Triple Duplicate,2020-04-21 16:34:03.429232,1,2670378
Triple Duplicate,2020-04-21 16:34:03.429234,1,2673298
Triple Duplicate,2020-04-21 16:34:03.429236,1,2679138
Triple Duplicate,2020-04-21 16:34:03.430893,1,2684978
Triple Duplicate,2020-04-21 16:34:03.430895,1,2687898
Triple Duplicate,2020-04-21 16:34:03.430897,1,2692278
Triple Duplicate,2020-04-21 16:34:03.430899,1,2696658
Triple Duplicate,2020-04-21 16:34:03.434911,1,2701038
Triple Duplicate,2020-04-21 16:34:03.434913,1,2705418
Triple Duplicate,2020-04-21 16:34:03.434915,1,2709798
Triple Duplicate,2020-04-21 16:34:03.434917,1,2714178
Triple Duplicate,2020-04-21 16:34:03.434920,1,2718558
Triple Duplicate,2020-04-21 16:34:03.434922,1,2722938
Triple Duplicate,2020-04-21 16:34:03.434924,1,2727318
Triple Duplicate,2020-04-21 16:34:03.434926,1,2731698
Triple Duplicate,2020-04-21 16:34:03.434928,1,2736078
Triple Duplicate,2020-04-21 16:34:03.434931,1,2741918
Triple Duplicate,2020-04-21 16:34:03.435026,1,2744838
Triple Duplicate,2020-04-21 16:34:03.435028,1,2749218
Triple Duplicate,2020-04-21 16:34:03.435030,1,2753598
Triple Duplicate,2020-04-21 16:34:03.437285,1,2757978
Triple Duplicate,2020-04-21 16:34:03.437288,1,2762358
Triple Duplicate,2020-04-21 16:34:03.437290,1,2766738
Triple Duplicate,2020-04-21 16:34:03.437292,1,2771118
Triple Duplicate,2020-04-21 16:34:03.438278,1,2778418
Triple Duplicate,2020-04-21 16:34:03.438280,1,2782798
Triple Duplicate,2020-04-21 16:34:03.438282,1,2787178
Triple Duplicate,2020-04-21 16:34:03.438284,1,2791558
Triple Duplicate,2020-04-21 16:34:03.440829,1,2795938
Triple Duplicate,2020-04-21 16:34:03.440831,1,2800318
Triple Duplicate,2020-04-21 16:34:03.440833,1,2804698
Triple Duplicate,2020-04-21 16:34:03.440835,1,2809078
Triple Duplicate,2020-04-21 16:34:03.441688,1,2816378
Triple Duplicate,2020-04-21 16:34:03.441690,1,2820758
Triple Duplicate,2020-04-21 16:34:03.441692,1,2825138
Triple Duplicate,2020-04-21 16:34:03.441694,1,2829518
Triple Duplicate,2020-04-21 16:34:03.441860,1,2833898
Triple Duplicate,2020-04-21 16:34:03.548233,1,2838278
Triple Duplicate,2020-04-21 16:34:03.548235,1,2842658
Triple Duplicate,2020-04-21 16:34:03.548237,1,2847038
Triple Duplicate,2020-04-21 16:34:03.549133,1,2852878
Triple Duplicate,2020-04-21 16:34:03.549135,1,2857258
Triple Duplicate,2020-04-21 16:34:03.549137,1,2861638
Triple Duplicate,2020-04-21 16:34:03.550188,1,2867478
Triple Duplicate,2020-04-21 16:34:03.550190,1,2873318
Triple Duplicate,2020-04-21 16:34:03.550192,1,2877698
Triple Duplicate,2020-04-21 16:34:03.550194,1,2882078
Triple Duplicate,2020-04-21 16:34:03.550196,1,2886458
Triple Duplicate,2020-04-21 16:34:03.550199,1,2890838
Triple Duplicate,2020-04-21 16:34:03.551920,1,2895218
Triple Duplicate,2020-04-21 16:34:03.551922,1,2899598
Triple Duplicate,2020-04-21 16:34:03.551924,1,2903978
Triple Duplicate,2020-04-21 16:34:03.551926,1,2908358
Triple Duplicate,2020-04-21 16:34:03.553898,1,2912738
Triple Duplicate,2020-04-21 16:34:03.553901,1,2917118
Triple Duplicate,2020-04-21 16:34:03.553903,1,2921498
Triple Duplicate,2020-04-21 16:34:03.553905,1,2925878
Triple Duplicate,2020-04-21 16:34:03.555696,1,2933178
Triple Duplicate,2020-04-21 16:34:03.555697,1,2937558
Triple Duplicate,2020-04-21 16:34:03.555698,1,2939018
Triple Duplicate,2020-04-21 16:34:03.555700,1,2946318
Triple Duplicate,2020-04-21 16:34:03.555701,1,2950698
Triple Duplicate,2020-04-21 16:34:03.555702,1,2955078
Triple Duplicate,2020-04-21 16:34:03.555704,1,2959458
Triple Duplicate,2020-04-21 16:34:03.555705,1,2963838
Triple Duplicate,2020-04-21 16:34:03.561032,1,2969678
Triple Duplicate,2020-04-21 16:34:03.561033,1,2974058
Triple Duplicate,2020-04-21 16:34:03.561034,1,2976978
Triple Duplicate,2020-04-21 16:34:03.561036,1,2985738
Triple Duplicate,2020-04-21 16:34:03.561062,1,2988658
Triple Duplicate,2020-04-21 16:34:03.561063,1,2991578
Triple Duplicate,2020-04-21 16:34:03.561064,1,2995958
Triple Duplicate,2020-04-21 16:34:03.561065,1,3000338
Triple Duplicate,2020-04-21 16:34:03.561066,1,3004718
Triple Duplicate,2020-04-21 16:34:03.561067,1,3009098
Triple Duplicate,2020-04-21 16:34:03.561864,1,3016398
Triple Duplicate,2020-04-21 16:34:03.561866,1,3020778
Triple Duplicate,2020-04-21 16:34:03.561867,1,3028078
Triple Duplicate,2020-04-21 16:34:03.561868,1,3029538
Triple Duplicate,2020-04-21 16:34:03.561869,1,3035378
Triple Duplicate,2020-04-21 16:34:03.561870,1,3036838
Triple Duplicate,2020-04-21 16:34:03.561871,1,3042678
Triple Duplicate,2020-04-21 16:34:03.667927,1,3049978
Triple Duplicate,2020-04-21 16:34:03.667929,1,3054358
Triple Duplicate,2020-04-21 16:34:03.667931,1,3058738
Triple Duplicate,2020-04-21 16:34:03.670790,1,3064578
Triple Duplicate,2020-04-21 16:34:03.670792,1,3068958
Triple Duplicate,2020-04-21 16:34:03.670793,1,3073338
Triple Duplicate,2020-04-21 16:34:03.671357,1,3080638
Triple Duplicate,2020-04-21 16:34:03.671358,1,3082098
Triple Duplicate,2020-04-21 16:34:03.671360,1,3087938
Triple Duplicate,2020-04-21 16:34:03.671361,1,3092318
Triple Duplicate,2020-04-21 16:34:03.671363,1,3096698
Triple Duplicate,2020-04-21 16:34:03.671364,1,3101078
Triple Duplicate,2020-04-21 16:34:03.672110,1,3106918
Triple Duplicate,2020-04-21 16:34:03.672111,1,3111298
Triple Duplicate,2020-04-21 16:34:03.672113,1,3115678
Triple Duplicate,2020-04-21 16:34:03.672114,1,3120058
Triple Duplicate,2020-04-21 16:34:03.673796,1,3122978
Triple Duplicate,2020-04-21 16:34:03.673798,1,3127358
Triple Duplicate,2020-04-21 16:34:03.673800,1,3133198
Triple Duplicate,2020-04-21 16:34:03.673802,1,3137578
Triple Duplicate,2020-04-21 16:34:03.675783,1,3144878
Triple Duplicate,2020-04-21 16:34:03.675784,1,3147798
Triple Duplicate,2020-04-21 16:34:03.675786,1,3153638
Triple Duplicate,2020-04-21 16:34:03.675787,1,3158018
Triple Duplicate,2020-04-21 16:34:03.675789,1,3162398
Triple Duplicate,2020-04-21 16:34:03.675790,1,3166778
Triple Duplicate,2020-04-21 16:34:03.679299,1,3174078
Triple Duplicate,2020-04-21 16:34:03.682322,1,3181378
Triple Duplicate,2020-04-21 16:34:03.682323,1,3185758
Triple Duplicate,2020-04-21 16:34:03.682324,1,3190138
Triple Duplicate,2020-04-21 16:34:03.682326,1,3194518
Triple Duplicate,2020-04-21 16:34:03.682327,1,3198898
Triple Duplicate,2020-04-21 16:34:03.682328,1,3203278
Triple Duplicate,2020-04-21 16:34:03.683106,1,3212038
Triple Duplicate,2020-04-21 16:34:03.683107,1,3214958
Triple Duplicate,2020-04-21 16:34:03.683109,1,3219338
Triple Duplicate,2020-04-21 16:34:03.683110,1,3222258
Triple Duplicate,2020-04-21 16:34:03.683502,1,3228098
Triple Duplicate,2020-04-21 16:34:03.683504,1,3232478
Triple Duplicate,2020-04-21 16:34:03.683505,1,3236858
Triple Duplicate,2020-04-21 16:34:03.683507,1,3241238
Triple Duplicate,2020-04-21 16:34:03.683511,1,3247078
Triple Duplicate,2020-04-21 16:34:03.683512,1,3249998
Triple Duplicate,2020-04-21 16:34:03.686848,1,3254378
Triple Duplicate,2020-04-21 16:34:03.788573,1,3261678
Triple Duplicate,2020-04-21 16:34:03.788576,1,3266058
Triple Duplicate,2020-04-21 16:34:03.788578,1,3270438
Triple Duplicate,2020-04-21 16:34:03.789227,1,3276278
Triple Duplicate,2020-04-21 16:34:03.789229,1,3280658
Triple Duplicate,2020-04-21 16:34:03.789232,1,3285038
Triple Duplicate,2020-04-21 16:34:03.789941,1,3289418
Triple Duplicate,2020-04-21 16:34:03.789943,1,3295258
Triple Duplicate,2020-04-21 16:34:03.789945,1,3299638
Triple Duplicate,2020-04-21 16:34:03.789947,1,3304018
Triple Duplicate,2020-04-21 16:34:03.789949,1,3308398
Triple Duplicate,2020-04-21 16:34:03.789951,1,3312778
Triple Duplicate,2020-04-21 16:34:03.791585,1,3318618
Triple Duplicate,2020-04-21 16:34:03.791587,1,3322998
Triple Duplicate,2020-04-21 16:34:03.791589,1,3327378
Triple Duplicate,2020-04-21 16:34:03.793196,1,3334678
Triple Duplicate,2020-04-21 16:34:03.793198,1,3339058
Triple Duplicate,2020-04-21 16:34:03.793200,1,3343438
Triple Duplicate,2020-04-21 16:34:03.793202,1,3347818
Triple Duplicate,2020-04-21 16:34:03.795382,1,3355118
Triple Duplicate,2020-04-21 16:34:03.795384,1,3359498
Triple Duplicate,2020-04-21 16:34:03.795386,1,3362418
Triple Duplicate,2020-04-21 16:34:03.795389,1,3368258
Triple Duplicate,2020-04-21 16:34:03.795391,1,3372638
Triple Duplicate,2020-04-21 16:34:03.795393,1,3377018
Triple Duplicate,2020-04-21 16:34:03.795396,1,3381398
Triple Duplicate,2020-04-21 16:34:03.795398,1,3385778
Triple Duplicate,2020-04-21 16:34:03.797084,1,3393078
Triple Duplicate,2020-04-21 16:34:03.797086,1,3397458
Triple Duplicate,2020-04-21 16:34:03.797088,1,3401838
Triple Duplicate,2020-04-21 16:34:03.797090,1,3406218
Triple Duplicate,2020-04-21 16:34:03.797096,1,3412058
Triple Duplicate,2020-04-21 16:34:03.797097,1,3414978
Triple Duplicate,2020-04-21 16:34:03.797510,1,3422278
Triple Duplicate,2020-04-21 16:34:03.797512,1,3426658
Triple Duplicate,2020-04-21 16:34:03.797514,1,3431038
Triple Duplicate,2020-04-21 16:34:03.797516,1,3435418
Triple Duplicate,2020-04-21 16:34:03.799894,1,3439798
Triple Duplicate,2020-04-21 16:34:03.799897,1,3444178
Triple Duplicate,2020-04-21 16:34:03.799899,1,3448558
Triple Duplicate,2020-04-21 16:34:03.799902,1,3452938
Triple Duplicate,2020-04-21 16:34:03.799904,1,3457318
Triple Duplicate,2020-04-21 16:34:03.799907,1,3461698
Triple Duplicate,2020-04-21 16:34:03.799909,1,3466078
Triple Duplicate,2020-04-21 16:34:03.903098,1,3473378
Triple Duplicate,2020-04-21 16:34:03.903100,1,3477758
Triple Duplicate,2020-04-21 16:34:03.903102,1,3482138
Triple Duplicate,2020-04-21 16:34:03.903761,1,3487978
Triple Duplicate,2020-04-21 16:34:03.903763,1,3492358
Triple Duplicate,2020-04-21 16:34:03.903765,1,3495278
Triple Duplicate,2020-04-21 16:34:03.905107,1,3502578
Triple Duplicate,2020-04-21 16:34:03.905108,1,3505498
Triple Duplicate,2020-04-21 16:34:03.905110,1,3511338
Triple Duplicate,2020-04-21 16:34:03.905112,1,3515718
Triple Duplicate,2020-04-21 16:34:03.905114,1,3518638
Triple Duplicate,2020-04-21 16:34:03.905116,1,3524478
Triple Duplicate,2020-04-21 16:34:03.906341,1,3531778
Triple Duplicate,2020-04-21 16:34:03.906343,1,3534698
Triple Duplicate,2020-04-21 16:34:03.906345,1,3539078
Triple Duplicate,2020-04-21 16:34:03.909694,1,3546378
Triple Duplicate,2020-04-21 16:34:03.909696,1,3550758
Triple Duplicate,2020-04-21 16:34:03.909698,1,3555138
Triple Duplicate,2020-04-21 16:34:03.909700,1,3559518
Triple Duplicate,2020-04-21 16:34:03.910333,1,3566818
Triple Duplicate,2020-04-21 16:34:03.910335,1,3571198
Triple Duplicate,2020-04-21 16:34:03.910337,1,3575578
Triple Duplicate,2020-04-21 16:34:03.910339,1,3579958
Triple Duplicate,2020-04-21 16:34:03.913857,1,3584338
Triple Duplicate,2020-04-21 16:34:03.913859,1,3588718
Triple Duplicate,2020-04-21 16:34:03.913861,1,3593098
Triple Duplicate,2020-04-21 16:34:03.913863,1,3597478
Triple Duplicate,2020-04-21 16:34:03.913865,1,3601858
Triple Duplicate,2020-04-21 16:34:03.913867,1,3606238
Triple Duplicate,2020-04-21 16:34:03.913869,1,3610618
Triple Duplicate,2020-04-21 16:34:03.913871,1,3614998
Triple Duplicate,2020-04-21 16:34:03.913873,1,3619378
Triple Duplicate,2020-04-21 16:34:03.913875,1,3623758
Triple Duplicate,2020-04-21 16:34:03.915999,1,3633978
Triple Duplicate,2020-04-21 16:34:03.916001,1,3638358
Triple Duplicate,2020-04-21 16:34:03.916004,1,3642738
Triple Duplicate,2020-04-21 16:34:03.916007,1,3647118
Triple Duplicate,2020-04-21 16:34:03.916009,1,3651498
Triple Duplicate,2020-04-21 16:34:03.916012,1,3655878
Triple Duplicate,2020-04-21 16:34:03.918507,1,3660258
Triple Duplicate,2020-04-21 16:34:03.918510,1,3664638
Triple Duplicate,2020-04-21 16:34:03.918512,1,3669018
Triple Duplicate,2020-04-21 16:34:03.918514,1,3673398
Triple Duplicate,2020-04-21 16:34:03.918517,1,3677778
Triple Duplicate,2020-04-21 16:34:04.031104,1,3685078
Triple Duplicate,2020-04-21 16:34:04.031107,1,3689458
Triple Duplicate,2020-04-21 16:34:04.031110,1,3693838
Triple Duplicate,2020-04-21 16:34:04.031112,1,3698218
Triple Duplicate,2020-04-21 16:34:04.031114,1,3702598
Triple Duplicate,2020-04-21 16:34:04.031117,1,3706978
Triple Duplicate,2020-04-21 16:34:04.032573,1,3712818
Triple Duplicate,2020-04-21 16:34:04.032575,1,3718658
Triple Duplicate,2020-04-21 16:34:04.032578,1,3723038
Triple Duplicate,2020-04-21 16:34:04.032580,1,3727418
Triple Duplicate,2020-04-21 16:34:04.032582,1,3731798
Triple Duplicate,2020-04-21 16:34:04.032584,1,3736178
Triple Duplicate,2020-04-21 16:34:04.034737,1,3742018
Triple Duplicate,2020-04-21 16:34:04.034739,1,3746398
Triple Duplicate,2020-04-21 16:34:04.034741,1,3750778
Triple Duplicate,2020-04-21 16:34:04.035367,1,3758078
Triple Duplicate,2020-04-21 16:34:04.035369,1,3762458
Triple Duplicate,2020-04-21 16:34:04.035371,1,3766838
Triple Duplicate,2020-04-21 16:34:04.035373,1,3771218
Triple Duplicate,2020-04-21 16:34:04.037265,1,3778518
Triple Duplicate,2020-04-21 16:34:04.037267,1,3782898
Triple Duplicate,2020-04-21 16:34:04.037269,1,3787278
Triple Duplicate,2020-04-21 16:34:04.037271,1,3791658
Triple Duplicate,2020-04-21 16:34:04.038670,1,3796038
Triple Duplicate,2020-04-21 16:34:04.038672,1,3798958
Triple Duplicate,2020-04-21 16:34:04.038674,1,3804798
Triple Duplicate,2020-04-21 16:34:04.038676,1,3809178
Triple Duplicate,2020-04-21 16:34:04.038678,1,3812098
Triple Duplicate,2020-04-21 16:34:04.038680,1,3817938
Triple Duplicate,2020-04-21 16:34:04.038682,1,3822318
Triple Duplicate,2020-04-21 16:34:04.038684,1,3826698
Triple Duplicate,2020-04-21 16:34:04.038686,1,3831078
Triple Duplicate,2020-04-21 16:34:04.038688,1,3835458
Triple Duplicate,2020-04-21 16:34:04.039901,1,3842758
Triple Duplicate,2020-04-21 16:34:04.039903,1,3847138
Triple Duplicate,2020-04-21 16:34:04.039906,1,3851518
Triple Duplicate,2020-04-21 16:34:04.039908,1,3855898
Triple Duplicate,2020-04-21 16:34:04.039911,1,3861738
Triple Duplicate,2020-04-21 16:34:04.039914,1,3864658
Triple Duplicate,2020-04-21 16:34:04.042081,1,3871958
Triple Duplicate,2020-04-21 16:34:04.042084,1,3876338
Triple Duplicate,2020-04-21 16:34:04.042086,1,3880718
Triple Duplicate,2020-04-21 16:34:04.042089,1,3885098
Triple Duplicate,2020-04-21 16:34:04.042092,1,3889478
Triple Duplicate,2020-04-21 16:34:04.162815,1,3899698
Triple Duplicate,2020-04-21 16:34:04.162816,1,3901158
Triple Duplicate,2020-04-21 16:34:04.162817,1,3904078
Triple Duplicate,2020-04-21 16:34:04.162818,1,3908458
Triple Duplicate,2020-04-21 16:34:04.162819,1,3914298
Triple Duplicate,2020-04-21 16:34:04.162820,1,3918678
Triple Duplicate,2020-04-21 16:34:04.171247,1,3924518
Triple Duplicate,2020-04-21 16:34:04.171251,1,3930358
Triple Duplicate,2020-04-21 16:34:04.171253,1,3933278
Triple Duplicate,2020-04-21 16:34:04.171255,1,3937658
Triple Duplicate,2020-04-21 16:34:04.171258,1,3942038
Triple Duplicate,2020-04-21 16:34:04.171260,1,3946418
Triple Duplicate,2020-04-21 16:34:04.171341,1,3950798
Triple Duplicate,2020-04-21 16:34:04.171343,1,3955178
Triple Duplicate,2020-04-21 16:34:04.171345,1,3959558
Triple Duplicate,2020-04-21 16:34:04.171347,1,3963938
Triple Duplicate,2020-04-21 16:34:04.171350,1,3968318
Triple Duplicate,2020-04-21 16:34:04.171351,1,3972698
Triple Duplicate,2020-04-21 16:34:04.171353,1,3977078
Triple Duplicate,2020-04-21 16:34:04.171407,1,3980562
Triple Duplicate,2020-04-21 16:34:04.171409,1,3984942
Triple Duplicate,2020-04-21 16:34:04.171411,1,3989322
Triple Duplicate,2020-04-21 16:34:04.171414,1,3993702
Triple Duplicate,2020-04-21 16:34:04.171416,1,3998082
Triple Duplicate,2020-04-21 16:34:04.171418,1,4002462
Triple Duplicate,2020-04-21 16:34:04.171828,1,4008302
Triple Duplicate,2020-04-21 16:34:04.171831,1,4012682
Triple Duplicate,2020-04-21 16:34:04.171833,1,4017062
Triple Duplicate,2020-04-21 16:34:04.171836,1,4021442
Triple Duplicate,2020-04-21 16:34:04.171838,1,4025822
Triple Duplicate,2020-04-21 16:34:04.171841,1,4030202
Triple Duplicate,2020-04-21 16:34:04.171843,1,4034582
Triple Duplicate,2020-04-21 16:34:04.171922,1,4038962
Triple Duplicate,2020-04-21 16:34:04.171924,1,4043342
Triple Duplicate,2020-04-21 16:34:04.171926,1,4046262
Triple Duplicate,2020-04-21 16:34:04.171928,1,4052102
Triple Duplicate,2020-04-21 16:34:04.171931,1,4056482
Triple Duplicate,2020-04-21 16:34:04.171933,1,4060862
Triple Duplicate,2020-04-21 16:34:04.171980,1,4065242
Triple Duplicate,2020-04-21 16:34:04.172002,1,4069622
Triple Duplicate,2020-04-21 16:34:04.172004,1,4072542
Triple Duplicate,2020-04-21 16:34:04.172007,1,4078382
Triple Duplicate,2020-04-21 16:34:04.172009,1,4082762
Triple Duplicate,2020-04-21 16:34:04.172011,1,4087142
Triple Duplicate,2020-04-21 16:34:04.172013,1,4091522
Triple Duplicate,2020-04-21 16:34:04.172063,1,4095902
Triple Duplicate,2020-04-21 16:34:04.172065,1,4100282
Triple Duplicate,2020-04-21 16:34:04.172067,1,4104662
Triple Duplicate,2020-04-21 16:34:04.276070,1,4109042
Triple Duplicate,2020-04-21 16:34:04.276071,1,4113422
Triple Duplicate,2020-04-21 16:34:04.276073,1,4119262
Triple Duplicate,2020-04-21 16:34:04.276074,1,4123642
Triple Duplicate,2020-04-21 16:34:04.276075,1,4126562
Triple Duplicate,2020-04-21 16:34:04.276077,1,4130942
Triple Duplicate,2020-04-21 16:34:04.279927,1,4136782
Triple Duplicate,2020-04-21 16:34:04.279929,1,4141162
Triple Duplicate,2020-04-21 16:34:04.279930,1,4145542
Triple Duplicate,2020-04-21 16:34:04.279931,1,4149922
Triple Duplicate,2020-04-21 16:34:04.279933,1,4154302
Triple Duplicate,2020-04-21 16:34:04.279934,1,4158682
Triple Duplicate,2020-04-21 16:34:04.279935,1,4163062
Triple Duplicate,2020-04-21 16:34:04.279937,1,4167442
Triple Duplicate,2020-04-21 16:34:04.279938,1,4168902
Triple Duplicate,2020-04-21 16:34:04.279940,1,4176202
Triple Duplicate,2020-04-21 16:34:04.280762,1,4180582
Triple Duplicate,2020-04-21 16:34:04.280764,1,4184962
Triple Duplicate,2020-04-21 16:34:04.284447,1,4195182
Triple Duplicate,2020-04-21 16:34:04.284448,1,4196642
Triple Duplicate,2020-04-21 16:34:04.284449,1,4201022
Triple Duplicate,2020-04-21 16:34:04.284451,1,4205402
Triple Duplicate,2020-04-21 16:34:04.284452,1,4209782
Triple Duplicate,2020-04-21 16:34:04.284453,1,4214162
Triple Duplicate,2020-04-21 16:34:04.284455,1,4220002
Triple Duplicate,2020-04-21 16:34:04.284456,1,4222922
Triple Duplicate,2020-04-21 16:34:04.284457,1,4227302
Triple Duplicate,2020-04-21 16:34:04.284459,1,4233142
Triple Duplicate,2020-04-21 16:34:04.289857,1,4237522
Triple Duplicate,2020-04-21 16:34:04.289859,1,4243362
Triple Duplicate,2020-04-21 16:34:04.289860,1,4246282
Triple Duplicate,2020-04-21 16:34:04.289861,1,4250662
Triple Duplicate,2020-04-21 16:34:04.289863,1,4255042
Triple Duplicate,2020-04-21 16:34:04.291408,1,4259422
Triple Duplicate,2020-04-21 16:34:04.291410,1,4265262
Triple Duplicate,2020-04-21 16:34:04.291411,1,4268182
Triple Duplicate,2020-04-21 16:34:04.291413,1,4272562
Triple Duplicate,2020-04-21 16:34:04.291414,1,4276942
Triple Duplicate,2020-04-21 16:34:04.291415,1,4281322
Triple Duplicate,2020-04-21 16:34:04.291416,1,4285702
