Timestamp,Event,cwnd,sstresh
2020-04-21 16:34:02.925809,,7,2
2020-04-21 16:34:02.925809,Triple Duplicate,6,3
2020-04-21 16:34:02.925810,,7,3
2020-04-21 16:34:02.925811,,8,3
2020-04-21 16:34:02.925812,Triple Duplicate,7,4
2020-04-21 16:34:02.925812,,8,4
2020-04-21 16:34:02.925813,,9,4
2020-04-21 16:34:02.925813,Triple Duplicate,7,4
2020-04-21 16:34:02.925814,,8,4
2020-04-21 16:34:02.925815,Triple Duplicate,7,4
2020-04-21 16:34:02.925815,,8,4
2020-04-21 16:34:02.925816,,9,4
2020-04-21 16:34:02.925817,,10,4
2020-04-21 16:34:02.925818,Triple Duplicate,8,5
2020-04-21 16:34:02.925818,,9,5
2020-04-21 16:34:02.925819,,10,5
2020-04-21 16:34:02.926256,Retransmission,1,5
2020-04-21 16:34:02.926379,,2,5
2020-04-21 16:34:02.926380,,4,5
2020-04-21 16:34:02.926381,Triple Duplicate,5,2
2020-04-21 16:34:02.926382,,6,2
2020-04-21 16:34:02.926383,,7,2
2020-04-21 16:34:02.926383,Triple Duplicate,6,3
2020-04-21 16:34:02.926384,,7,3
2020-04-21 16:34:02.926385,,8,3
2020-04-21 16:34:02.926386,Triple Duplicate,7,4
2020-04-21 16:34:02.926386,,8,4
2020-04-21 16:34:02.926387,,9,4
2020-04-21 16:34:02.926388,Triple Duplicate,7,4
2020-04-21 16:34:02.926389,,8,4
2020-04-21 16:34:02.926389,,9,4
2020-04-21 16:34:02.926444,Triple Duplicate,7,4
2020-04-21 16:34:02.926446,,8,4
2020-04-21 16:34:02.932211,Retransmission,1,4
2020-04-21 16:34:02.932265,,2,4
2020-04-21 16:34:02.932266,Triple Duplicate,4,1
2020-04-21 16:34:02.932266,,5,1
2020-04-21 16:34:02.932267,,6,1
2020-04-21 16:34:02.932267,,7,1
2020-04-21 16:34:02.932267,Triple Duplicate,6,3
2020-04-21 16:34:02.932268,,7,3
2020-04-21 16:34:02.932268,,8,3
2020-04-21 16:34:02.932268,Triple Duplicate,7,4
2020-04-21 16:34:02.937447,Retransmission,1,3
2020-04-21 16:34:02.937527,,2,3
2020-04-21 16:34:02.937527,,4,3
2020-04-21 16:34:03.044132,Retransmission,1,2
2020-04-21 16:34:03.044204,,2,2
2020-04-21 16:34:03.044860,Retransmission,1,1
2020-04-21 16:34:03.044917,,2,1
2020-04-21 16:34:03.044918,,3,1
2020-04-21 16:34:03.044918,Triple Duplicate,4,1
2020-04-21 16:34:03.044919,,5,1
2020-04-21 16:34:03.044919,,6,1
2020-04-21 16:34:03.044920,Triple Duplicate,6,3
2020-04-21 16:34:03.044920,,7,3
2020-04-21 16:34:03.044921,,8,3
2020-04-21 16:34:03.044921,Triple Duplicate,7,4
2020-04-21 16:34:03.047000,Retransmission,1,3
2020-04-21 16:34:03.047042,,2,3
2020-04-21 16:34:03.047937,Retransmission,1,1
2020-04-21 16:34:03.047994,,2,1
2020-04-21 16:34:03.047994,,3,1
2020-04-21 16:34:03.047995,Triple Duplicate,4,1
2020-04-21 16:34:03.047995,,5,1
2020-04-21 16:34:03.047997,,6,1
2020-04-21 16:34:03.047997,Triple Duplicate,6,3
2020-04-21 16:34:03.047997,,7,3
2020-04-21 16:34:03.047998,,8,3
2020-04-21 16:34:03.047999,Triple Duplicate,7,4
2020-04-21 16:34:03.047999,,8,4
2020-04-21 16:34:03.048515,Retransmission,1,4
2020-04-21 16:34:03.048591,,2,4
2020-04-21 16:34:03.048591,,4,4
2020-04-21 16:34:03.048592,Triple Duplicate,5,2
2020-04-21 16:34:03.048592,,6,2
2020-04-21 16:34:03.048593,,7,2
2020-04-21 16:34:03.048593,Triple Duplicate,6,3
2020-04-21 16:34:03.048594,,7,3
2020-04-21 16:34:03.048594,,8,3
2020-04-21 16:34:03.048595,Triple Duplicate,7,4
2020-04-21 16:34:03.048595,,8,4
2020-04-21 16:34:03.048596,,9,4
2020-04-21 16:34:03.048596,Triple Duplicate,7,4
2020-04-21 16:34:03.048597,,8,4
2020-04-21 16:34:03.048598,Triple Duplicate,7,4
2020-04-21 16:34:03.048598,,8,4
2020-04-21 16:34:03.048598,,9,4
2020-04-21 16:34:03.048599,,10,4
2020-04-21 16:34:03.048600,Triple Duplicate,8,5
2020-04-21 16:34:03.048600,,9,5
2020-04-21 16:34:03.048601,,10,5
2020-04-21 16:34:03.050078,Retransmission,1,5
2020-04-21 16:34:03.050173,,2,5
2020-04-21 16:34:03.050174,,4,5
2020-04-21 16:34:03.050174,Triple Duplicate,5,2
2020-04-21 16:34:03.050175,,6,2
2020-04-21 16:34:03.050175,,7,2
2020-04-21 16:34:03.050176,Triple Duplicate,6,3
2020-04-21 16:34:03.050177,,7,3
2020-04-21 16:34:03.050177,,8,3
2020-04-21 16:34:03.050178,Triple Duplicate,7,4
2020-04-21 16:34:03.050179,,8,4
2020-04-21 16:34:03.050179,,9,4
2020-04-21 16:34:03.050179,Triple Duplicate,7,4
2020-04-21 16:34:03.050180,,8,4
2020-04-21 16:34:03.050181,,9,4
2020-04-21 16:34:03.050182,Triple Duplicate,7,4
2020-04-21 16:34:03.050182,,8,4
2020-04-21 16:34:03.050183,,9,4
2020-04-21 16:34:03.050183,Triple Duplicate,7,4
2020-04-21 16:34:03.050184,,8,4
2020-04-21 16:34:03.050184,,9,4
2020-04-21 16:34:03.050185,,10,4
2020-04-21 16:34:03.050185,Triple Duplicate,8,5
2020-04-21 16:34:03.050186,,9,5
2020-04-21 16:34:03.050187,Triple Duplicate,7,4
2020-04-21 16:34:03.050187,,8,4
2020-04-21 16:34:03.050188,,9,4
2020-04-21 16:34:03.050188,Triple Duplicate,7,4
2020-04-21 16:34:03.050189,,8,4
2020-04-21 16:34:03.050189,,9,4
2020-04-21 16:34:03.050190,Triple Duplicate,7,4
2020-04-21 16:34:03.050190,,8,4
2020-04-21 16:34:03.050191,,9,4
2020-04-21 16:34:03.051558,Retransmission,1,4
2020-04-21 16:34:03.051692,,2,4
2020-04-21 16:34:03.051692,,4,4
2020-04-21 16:34:03.051693,Triple Duplicate,5,2
2020-04-21 16:34:03.051693,,6,2
2020-04-21 16:34:03.051694,Triple Duplicate,6,3
2020-04-21 16:34:03.051694,,7,3
2020-04-21 16:34:03.051695,,8,3
2020-04-21 16:34:03.051695,,9,3
2020-04-21 16:34:03.051695,Triple Duplicate,7,4
2020-04-21 16:34:03.051696,,8,4
2020-04-21 16:34:03.051696,,9,4
2020-04-21 16:34:03.051697,Triple Duplicate,7,4
2020-04-21 16:34:03.051697,,8,4
2020-04-21 16:34:03.051698,Triple Duplicate,7,4
2020-04-21 16:34:03.051698,,8,4
2020-04-21 16:34:03.051699,,9,4
2020-04-21 16:34:03.051699,,10,4
2020-04-21 16:34:03.051700,Triple Duplicate,8,5
2020-04-21 16:34:03.051700,,9,5
2020-04-21 16:34:03.051700,,10,5
2020-04-21 16:34:03.051701,Triple Duplicate,8,5
2020-04-21 16:34:03.051701,,9,5
2020-04-21 16:34:03.051702,Triple Duplicate,7,4
2020-04-21 16:34:03.051702,,8,4
2020-04-21 16:34:03.051703,,9,4
2020-04-21 16:34:03.051703,,10,4
2020-04-21 16:34:03.051703,Triple Duplicate,8,5
2020-04-21 16:34:03.051704,,9,5
2020-04-21 16:34:03.051704,,10,5
2020-04-21 16:34:03.051705,Triple Duplicate,8,5
2020-04-21 16:34:03.051705,,9,5
2020-04-21 16:34:03.051706,,10,5
2020-04-21 16:34:03.052052,Retransmission,1,5
2020-04-21 16:34:03.052128,,2,5
2020-04-21 16:34:03.052129,,4,5
2020-04-21 16:34:03.052129,Triple Duplicate,5,2
2020-04-21 16:34:03.052130,,6,2
2020-04-21 16:34:03.052130,,7,2
2020-04-21 16:34:03.052131,,8,2
2020-04-21 16:34:03.052131,,9,2
2020-04-21 16:34:03.052131,Triple Duplicate,7,4
2020-04-21 16:34:03.052132,Triple Duplicate,6,3
2020-04-21 16:34:03.052132,,7,3
2020-04-21 16:34:03.052132,,8,3
2020-04-21 16:34:03.060444,Retransmission,1,4
2020-04-21 16:34:03.060500,,2,4
2020-04-21 16:34:03.060501,,4,4
2020-04-21 16:34:03.060501,Triple Duplicate,5,2
2020-04-21 16:34:03.060501,,6,2
2020-04-21 16:34:03.060501,,7,2
2020-04-21 16:34:03.060502,Triple Duplicate,6,3
2020-04-21 16:34:03.060502,,7,3
2020-04-21 16:34:03.060503,,8,3
2020-04-21 16:34:03.060503,Triple Duplicate,7,4
2020-04-21 16:34:03.060503,,8,4
2020-04-21 16:34:03.060504,,9,4
2020-04-21 16:34:03.060504,Triple Duplicate,7,4
2020-04-21 16:34:03.060504,,8,4
2020-04-21 16:34:03.060505,,9,4
2020-04-21 16:34:03.062218,Retransmission,1,4
2020-04-21 16:34:03.062255,,2,4
2020-04-21 16:34:03.062255,,4,4
2020-04-21 16:34:03.062256,Triple Duplicate,5,2
2020-04-21 16:34:03.062256,,6,2
2020-04-21 16:34:03.064087,Retransmission,1,3
2020-04-21 16:34:03.064128,,2,3
2020-04-21 16:34:03.064128,,4,3
2020-04-21 16:34:03.064128,Triple Duplicate,5,2
2020-04-21 16:34:03.064129,,6,2
2020-04-21 16:34:03.064129,,7,2
2020-04-21 16:34:03.064129,Triple Duplicate,6,3
2020-04-21 16:34:03.064130,,7,3
2020-04-21 16:34:03.064130,,8,3
2020-04-21 16:34:03.065269,Retransmission,1,4
2020-04-21 16:34:03.065297,,2,4
2020-04-21 16:34:03.067901,Retransmission,1,1
2020-04-21 16:34:03.067930,,2,1
2020-04-21 16:34:03.067931,,3,1
2020-04-21 16:34:03.170493,Retransmission,1,1
2020-04-21 16:34:03.170636,,2,1
2020-04-21 16:34:03.170637,,3,1
2020-04-21 16:34:03.170638,Triple Duplicate,4,1
2020-04-21 16:34:03.170639,,5,1
2020-04-21 16:34:03.170640,,6,1
2020-04-21 16:34:03.170641,Triple Duplicate,6,3
2020-04-21 16:34:03.170642,,7,3
2020-04-21 16:34:03.170642,,8,3
2020-04-21 16:34:03.170643,Triple Duplicate,7,4
2020-04-21 16:34:03.170644,,8,4
2020-04-21 16:34:03.171121,Retransmission,1,4
2020-04-21 16:34:03.171249,,2,4
2020-04-21 16:34:03.171250,,4,4
2020-04-21 16:34:03.171250,Triple Duplicate,5,2
2020-04-21 16:34:03.171251,,6,2
2020-04-21 16:34:03.171252,,7,2
2020-04-21 16:34:03.171712,Retransmission,1,3
2020-04-21 16:34:03.171839,,2,3
2020-04-21 16:34:03.171840,,4,3
2020-04-21 16:34:03.171841,Triple Duplicate,5,2
2020-04-21 16:34:03.171841,,6,2
2020-04-21 16:34:03.171842,,7,2
2020-04-21 16:34:03.171843,Triple Duplicate,6,3
2020-04-21 16:34:03.175388,Retransmission,1,3
2020-04-21 16:34:03.175570,,2,3
2020-04-21 16:34:03.175571,,4,3
2020-04-21 16:34:03.175572,Triple Duplicate,5,2
2020-04-21 16:34:03.175573,,6,2
2020-04-21 16:34:03.175573,,7,2
2020-04-21 16:34:03.175574,,8,2
2020-04-21 16:34:03.175574,Triple Duplicate,7,4
2020-04-21 16:34:03.175575,,8,4
2020-04-21 16:34:03.175576,Triple Duplicate,7,4
2020-04-21 16:34:03.175577,,8,4
2020-04-21 16:34:03.175578,,9,4
2020-04-21 16:34:03.175578,Triple Duplicate,7,4
2020-04-21 16:34:03.175579,,8,4
2020-04-21 16:34:03.175580,,9,4
2020-04-21 16:34:03.175580,Triple Duplicate,7,4
2020-04-21 16:34:03.175581,,8,4
2020-04-21 16:34:03.175581,,9,4
2020-04-21 16:34:03.175582,Triple Duplicate,7,4
2020-04-21 16:34:03.176072,Retransmission,1,3
2020-04-21 16:34:03.176221,,2,3
2020-04-21 16:34:03.176222,,4,3
2020-04-21 16:34:03.176223,Triple Duplicate,5,2
2020-04-21 16:34:03.176223,,6,2
2020-04-21 16:34:03.176224,,7,2
2020-04-21 16:34:03.176225,Triple Duplicate,6,3
2020-04-21 16:34:03.176225,,7,3
2020-04-21 16:34:03.176226,,8,3
2020-04-21 16:34:03.176227,Triple Duplicate,7,4
2020-04-21 16:34:03.176227,,8,4
2020-04-21 16:34:03.176228,,9,4
2020-04-21 16:34:03.176229,Triple Duplicate,7,4
2020-04-21 16:34:03.176539,Retransmission,1,3
2020-04-21 16:34:03.176731,,2,3
2020-04-21 16:34:03.176732,,4,3
2020-04-21 16:34:03.176732,Triple Duplicate,5,2
2020-04-21 16:34:03.176733,,6,2
2020-04-21 16:34:03.176734,,7,2
2020-04-21 16:34:03.176735,Triple Duplicate,6,3
2020-04-21 16:34:03.176735,,7,3
2020-04-21 16:34:03.176736,,8,3
2020-04-21 16:34:03.176737,,9,3
2020-04-21 16:34:03.176737,Triple Duplicate,7,4
2020-04-21 16:34:03.176738,,8,4
2020-04-21 16:34:03.176739,Triple Duplicate,7,4
2020-04-21 16:34:03.176739,,8,4
2020-04-21 16:34:03.176740,,9,4
2020-04-21 16:34:03.176741,Triple Duplicate,7,4
2020-04-21 16:34:03.176741,,8,4
2020-04-21 16:34:03.176742,,9,4
2020-04-21 16:34:03.176743,,10,4
2020-04-21 16:34:03.176743,Triple Duplicate,8,5
2020-04-21 16:34:03.176744,,9,5
2020-04-21 16:34:03.176745,Triple Duplicate,7,4
2020-04-21 16:34:03.176745,,8,4
2020-04-21 16:34:03.176746,,9,4
2020-04-21 16:34:03.176747,Triple Duplicate,7,4
2020-04-21 16:34:03.176747,,8,4
2020-04-21 16:34:03.176748,,9,4
2020-04-21 16:34:03.176749,,10,4
2020-04-21 16:34:03.176749,Triple Duplicate,8,5
2020-04-21 16:34:03.176750,,9,5
2020-04-21 16:34:03.176751,Triple Duplicate,7,4
2020-04-21 16:34:03.176752,,8,4
2020-04-21 16:34:03.176752,,9,4
2020-04-21 16:34:03.179141,Retransmission,1,4
2020-04-21 16:34:03.179321,,2,4
2020-04-21 16:34:03.179322,,4,4
2020-04-21 16:34:03.179323,Triple Duplicate,5,2
2020-04-21 16:34:03.179324,,6,2
2020-04-21 16:34:03.179324,,7,2
2020-04-21 16:34:03.179325,Triple Duplicate,6,3
2020-04-21 16:34:03.179326,,7,3
2020-04-21 16:34:03.179327,,8,3
2020-04-21 16:34:03.179327,Triple Duplicate,7,4
2020-04-21 16:34:03.179332,,8,4
2020-04-21 16:34:03.179333,Triple Duplicate,7,4
2020-04-21 16:34:03.179333,,8,4
2020-04-21 16:34:03.179334,,9,4
2020-04-21 16:34:03.179335,,10,4
2020-04-21 16:34:03.179336,Triple Duplicate,8,5
2020-04-21 16:34:03.179336,,9,5
2020-04-21 16:34:03.179337,,10,5
2020-04-21 16:34:03.179338,Triple Duplicate,8,5
2020-04-21 16:34:03.179338,,9,5
2020-04-21 16:34:03.179339,,10,5
2020-04-21 16:34:03.179340,Triple Duplicate,8,5
2020-04-21 16:34:03.179340,,9,5
2020-04-21 16:34:03.179476,Retransmission,1,4
2020-04-21 16:34:03.179569,,2,4
2020-04-21 16:34:03.179569,,4,4
2020-04-21 16:34:03.179570,Triple Duplicate,5,2
2020-04-21 16:34:03.179571,,6,2
2020-04-21 16:34:03.179571,,7,2
2020-04-21 16:34:03.179572,Triple Duplicate,6,3
2020-04-21 16:34:03.179573,,7,3
2020-04-21 16:34:03.179573,,8,3
2020-04-21 16:34:03.179574,Triple Duplicate,7,4
2020-04-21 16:34:03.179574,,8,4
2020-04-21 16:34:03.181123,Retransmission,1,4
2020-04-21 16:34:03.181203,,2,4
2020-04-21 16:34:03.186746,Retransmission,1,1
2020-04-21 16:34:03.186871,,2,1
2020-04-21 16:34:03.186872,,3,1
2020-04-21 16:34:03.186873,Triple Duplicate,4,1
2020-04-21 16:34:03.186873,,5,1
2020-04-21 16:34:03.186874,,6,1
2020-04-21 16:34:03.186875,,7,1
2020-04-21 16:34:03.186875,Triple Duplicate,6,3
2020-04-21 16:34:03.186876,,7,3
2020-04-21 16:34:03.186877,,8,3
2020-04-21 16:34:03.186877,Triple Duplicate,7,4
2020-04-21 16:34:03.186878,,8,4
2020-04-21 16:34:03.186879,Triple Duplicate,7,4
2020-04-21 16:34:03.186879,,8,4
2020-04-21 16:34:03.186880,,9,4
2020-04-21 16:34:03.187693,Retransmission,1,4
2020-04-21 16:34:03.187817,,2,4
2020-04-21 16:34:03.187818,,4,4
2020-04-21 16:34:03.187818,Triple Duplicate,5,2
2020-04-21 16:34:03.187819,,6,2
2020-04-21 16:34:03.190868,Retransmission,1,3
2020-04-21 16:34:03.191000,,2,3
2020-04-21 16:34:03.191000,,4,3
2020-04-21 16:34:03.191001,Triple Duplicate,5,2
2020-04-21 16:34:03.191002,,6,2
2020-04-21 16:34:03.191003,Triple Duplicate,6,3
2020-04-21 16:34:03.191003,,7,3
2020-04-21 16:34:03.191004,,8,3
2020-04-21 16:34:03.191005,,9,3
2020-04-21 16:34:03.193429,Retransmission,1,4
2020-04-21 16:34:03.193547,,2,4
2020-04-21 16:34:03.193548,,4,4
2020-04-21 16:34:03.193549,Triple Duplicate,5,2
2020-04-21 16:34:03.295220,Retransmission,1,2
2020-04-21 16:34:03.295365,,2,2
2020-04-21 16:34:03.295365,,3,2
2020-04-21 16:34:03.295366,Triple Duplicate,4,1
2020-04-21 16:34:03.295367,,5,1
2020-04-21 16:34:03.295368,,6,1
2020-04-21 16:34:03.295368,Triple Duplicate,6,3
2020-04-21 16:34:03.295369,,7,3
2020-04-21 16:34:03.295370,Triple Duplicate,6,3
2020-04-21 16:34:03.295370,,7,3
2020-04-21 16:34:03.295371,,8,3
2020-04-21 16:34:03.295940,Retransmission,1,4
2020-04-21 16:34:03.296088,,2,4
2020-04-21 16:34:03.296089,,4,4
2020-04-21 16:34:03.296090,Triple Duplicate,5,2
2020-04-21 16:34:03.296091,,6,2
2020-04-21 16:34:03.296092,,7,2
2020-04-21 16:34:03.296093,Triple Duplicate,6,3
2020-04-21 16:34:03.296094,,7,3
2020-04-21 16:34:03.296094,,8,3
2020-04-21 16:34:03.296095,Triple Duplicate,7,4
2020-04-21 16:34:03.296096,,8,4
2020-04-21 16:34:03.296097,,9,4
2020-04-21 16:34:03.296641,Retransmission,1,4
2020-04-21 16:34:03.296815,,2,4
2020-04-21 16:34:03.296815,,4,4
2020-04-21 16:34:03.296816,Triple Duplicate,5,2
2020-04-21 16:34:03.296817,,6,2
2020-04-21 16:34:03.296818,,7,2
2020-04-21 16:34:03.296818,Triple Duplicate,6,3
2020-04-21 16:34:03.296819,,7,3
2020-04-21 16:34:03.296820,,8,3
2020-04-21 16:34:03.296820,Triple Duplicate,7,4
2020-04-21 16:34:03.296821,,8,4
2020-04-21 16:34:03.296822,,9,4
2020-04-21 16:34:03.296822,Triple Duplicate,7,4
2020-04-21 16:34:03.296823,,8,4
2020-04-21 16:34:03.296824,,9,4
2020-04-21 16:34:03.296824,Triple Duplicate,7,4
2020-04-21 16:34:03.296825,,8,4
2020-04-21 16:34:03.296826,,9,4
2020-04-21 16:34:03.296826,Triple Duplicate,7,4
2020-04-21 16:34:03.300115,Retransmission,1,3
2020-04-21 16:34:03.300273,,2,3
2020-04-21 16:34:03.300274,Triple Duplicate,4,1
2020-04-21 16:34:03.300274,,5,1
2020-04-21 16:34:03.300275,,6,1
2020-04-21 16:34:03.300276,,7,1
2020-04-21 16:34:03.300277,Triple Duplicate,6,3
2020-04-21 16:34:03.300278,,7,3
2020-04-21 16:34:03.300278,,8,3
2020-04-21 16:34:03.300279,Triple Duplicate,7,4
2020-04-21 16:34:03.300280,,8,4
2020-04-21 16:34:03.300280,,9,4
2020-04-21 16:34:03.300281,Triple Duplicate,7,4
2020-04-21 16:34:03.300390,Retransmission,1,3
2020-04-21 16:34:03.300527,,2,3
2020-04-21 16:34:03.300528,,4,3
2020-04-21 16:34:03.300529,Triple Duplicate,5,2
2020-04-21 16:34:03.300530,,6,2
2020-04-21 16:34:03.300530,,7,2
2020-04-21 16:34:03.300531,Triple Duplicate,6,3
2020-04-21 16:34:03.300532,,7,3
2020-04-21 16:34:03.300532,,8,3
2020-04-21 16:34:03.300533,Triple Duplicate,7,4
2020-04-21 16:34:03.300533,,8,4
2020-04-21 16:34:03.300534,,9,4
2020-04-21 16:34:03.300535,Triple Duplicate,7,4
2020-04-21 16:34:03.300535,,8,4
2020-04-21 16:34:03.300536,,9,4
2020-04-21 16:34:03.300537,Triple Duplicate,7,4
2020-04-21 16:34:03.300537,,8,4
2020-04-21 16:34:03.300538,,9,4
2020-04-21 16:34:03.300539,Triple Duplicate,7,4
2020-04-21 16:34:03.300539,,8,4
2020-04-21 16:34:03.300540,,9,4
2020-04-21 16:34:03.300540,Triple Duplicate,7,4
2020-04-21 16:34:03.300541,,8,4
2020-04-21 16:34:03.300542,,9,4
2020-04-21 16:34:03.300543,Triple Duplicate,7,4
2020-04-21 16:34:03.302124,Retransmission,1,3
2020-04-21 16:34:03.302257,Retransmission,1,1
2020-04-21 16:34:03.302280,,2,1
2020-04-21 16:34:03.302282,,3,1
2020-04-21 16:34:03.302283,Triple Duplicate,4,1
2020-04-21 16:34:03.302283,,5,1
2020-04-21 16:34:03.302285,,6,1
2020-04-21 16:34:03.302286,Triple Duplicate,6,3
2020-04-21 16:34:03.302286,,7,3
2020-04-21 16:34:03.302287,,8,3
2020-04-21 16:34:03.302438,Triple Duplicate,7,4
2020-04-21 16:34:03.302439,,8,4
2020-04-21 16:34:03.302439,,9,4
2020-04-21 16:34:03.302440,Triple Duplicate,7,4
2020-04-21 16:34:03.302441,,8,4
2020-04-21 16:34:03.302442,,9,4
2020-04-21 16:34:03.302442,Triple Duplicate,7,4
2020-04-21 16:34:03.302443,,8,4
2020-04-21 16:34:03.302444,,9,4
2020-04-21 16:34:03.302445,Triple Duplicate,7,4
2020-04-21 16:34:03.302446,,8,4
2020-04-21 16:34:03.302447,,9,4
2020-04-21 16:34:03.302448,Triple Duplicate,7,4
2020-04-21 16:34:03.302449,,8,4
2020-04-21 16:34:03.302450,,9,4
2020-04-21 16:34:03.302451,Triple Duplicate,7,4
2020-04-21 16:34:03.302452,,8,4
2020-04-21 16:34:03.302452,,9,4
2020-04-21 16:34:03.302453,Triple Duplicate,7,4
2020-04-21 16:34:03.302454,,8,4
2020-04-21 16:34:03.302455,,9,4
2020-04-21 16:34:03.302860,Retransmission,1,4
2020-04-21 16:34:03.302996,,2,4
2020-04-21 16:34:03.302997,,4,4
2020-04-21 16:34:03.302998,Triple Duplicate,5,2
2020-04-21 16:34:03.302999,,6,2
2020-04-21 16:34:03.302999,,7,2
2020-04-21 16:34:03.303000,Triple Duplicate,6,3
2020-04-21 16:34:03.303001,,7,3
2020-04-21 16:34:03.303001,,8,3
2020-04-21 16:34:03.303002,Triple Duplicate,7,4
2020-04-21 16:34:03.303003,,8,4
2020-04-21 16:34:03.303004,,9,4
2020-04-21 16:34:03.303005,Triple Duplicate,7,4
2020-04-21 16:34:03.305553,Retransmission,1,3
2020-04-21 16:34:03.305706,,2,3
2020-04-21 16:34:03.305707,,4,3
2020-04-21 16:34:03.305708,Triple Duplicate,5,2
2020-04-21 16:34:03.305709,,6,2
2020-04-21 16:34:03.305710,,7,2
2020-04-21 16:34:03.305710,Triple Duplicate,6,3
2020-04-21 16:34:03.305711,,7,3
2020-04-21 16:34:03.305712,Triple Duplicate,6,3
2020-04-21 16:34:03.305712,,7,3
2020-04-21 16:34:03.305713,,8,3
2020-04-21 16:34:03.305713,,9,3
2020-04-21 16:34:03.305714,Triple Duplicate,7,4
2020-04-21 16:34:03.305715,,8,4
2020-04-21 16:34:03.305715,,9,4
2020-04-21 16:34:03.306226,Retransmission,1,4
2020-04-21 16:34:03.306345,,2,4
2020-04-21 16:34:03.306346,,4,4
2020-04-21 16:34:03.306346,Triple Duplicate,5,2
2020-04-21 16:34:03.306347,,6,2
2020-04-21 16:34:03.309197,Retransmission,1,3
2020-04-21 16:34:03.309332,,2,3
2020-04-21 16:34:03.309333,,4,3
2020-04-21 16:34:03.309333,Triple Duplicate,5,2
2020-04-21 16:34:03.309334,,6,2
2020-04-21 16:34:03.309335,Triple Duplicate,6,3
2020-04-21 16:34:03.309335,,7,3
2020-04-21 16:34:03.309336,,8,3
2020-04-21 16:34:03.309337,,9,3
2020-04-21 16:34:03.312979,Retransmission,1,4
2020-04-21 16:34:03.313099,,2,4
2020-04-21 16:34:03.313100,,4,4
2020-04-21 16:34:03.313101,Triple Duplicate,5,2
2020-04-21 16:34:03.427678,Retransmission,1,2
2020-04-21 16:34:03.427819,,2,2
2020-04-21 16:34:03.427820,,3,2
2020-04-21 16:34:03.427821,Triple Duplicate,4,1
2020-04-21 16:34:03.427822,,5,1
2020-04-21 16:34:03.427822,,6,1
2020-04-21 16:34:03.427823,Triple Duplicate,6,3
2020-04-21 16:34:03.427824,,7,3
2020-04-21 16:34:03.427824,,8,3
2020-04-21 16:34:03.427825,Triple Duplicate,7,4
2020-04-21 16:34:03.427826,,8,4
2020-04-21 16:34:03.428557,Retransmission,1,4
2020-04-21 16:34:03.428703,,2,4
2020-04-21 16:34:03.428704,,4,4
2020-04-21 16:34:03.428705,Triple Duplicate,5,2
2020-04-21 16:34:03.428706,,6,2
2020-04-21 16:34:03.428706,,7,2
2020-04-21 16:34:03.428707,Triple Duplicate,6,3
2020-04-21 16:34:03.428708,,7,3
2020-04-21 16:34:03.428708,,8,3
2020-04-21 16:34:03.428709,Triple Duplicate,7,4
2020-04-21 16:34:03.428709,,8,4
2020-04-21 16:34:03.428710,,9,4
2020-04-21 16:34:03.429081,Retransmission,1,4
2020-04-21 16:34:03.429224,,2,4
2020-04-21 16:34:03.429225,,4,4
2020-04-21 16:34:03.429226,Triple Duplicate,5,2
2020-04-21 16:34:03.429227,,6,2
2020-04-21 16:34:03.429227,,7,2
2020-04-21 16:34:03.429228,Triple Duplicate,6,3
2020-04-21 16:34:03.429228,,7,3
2020-04-21 16:34:03.429229,,8,3
2020-04-21 16:34:03.429230,Triple Duplicate,7,4
2020-04-21 16:34:03.429231,,8,4
2020-04-21 16:34:03.429231,,9,4
2020-04-21 16:34:03.429232,Triple Duplicate,7,4
2020-04-21 16:34:03.429233,,8,4
2020-04-21 16:34:03.429234,Triple Duplicate,7,4
2020-04-21 16:34:03.429234,,8,4
2020-04-21 16:34:03.429235,,9,4
2020-04-21 16:34:03.429235,,10,4
2020-04-21 16:34:03.429236,Triple Duplicate,8,5
2020-04-21 16:34:03.430740,Retransmission,1,4
2020-04-21 16:34:03.430891,,2,4
2020-04-21 16:34:03.430892,,4,4
2020-04-21 16:34:03.430893,,5,4
2020-04-21 16:34:03.430893,Triple Duplicate,5,2
2020-04-21 16:34:03.430894,,6,2
2020-04-21 16:34:03.430895,Triple Duplicate,6,3
2020-04-21 16:34:03.430895,,7,3
2020-04-21 16:34:03.430896,,8,3
2020-04-21 16:34:03.430897,Triple Duplicate,7,4
2020-04-21 16:34:03.430897,,8,4
2020-04-21 16:34:03.430898,,9,4
2020-04-21 16:34:03.430899,Triple Duplicate,7,4
2020-04-21 16:34:03.434667,Retransmission,1,3
2020-04-21 16:34:03.434866,Retransmission,1,1
2020-04-21 16:34:03.434909,,2,1
2020-04-21 16:34:03.434910,,3,1
2020-04-21 16:34:03.434911,Triple Duplicate,4,1
2020-04-21 16:34:03.434912,,5,1
2020-04-21 16:34:03.434912,,6,1
2020-04-21 16:34:03.434913,Triple Duplicate,6,3
2020-04-21 16:34:03.434914,,7,3
2020-04-21 16:34:03.434915,,8,3
2020-04-21 16:34:03.434915,Triple Duplicate,7,4
2020-04-21 16:34:03.434916,,8,4
2020-04-21 16:34:03.434917,,9,4
2020-04-21 16:34:03.434917,Triple Duplicate,7,4
2020-04-21 16:34:03.434918,,8,4
2020-04-21 16:34:03.434919,,9,4
2020-04-21 16:34:03.434920,Triple Duplicate,7,4
