Timestamp,Event,cwnd,sstresh
2020-04-21 16:34:07.307132,,10,4
2020-04-21 16:34:07.307132,Triple Duplicate,8,5
2020-04-21 16:34:07.307133,,9,5
2020-04-21 16:34:07.307134,Triple Duplicate,7,4
2020-04-21 16:34:07.307134,,8,4
2020-04-21 16:34:07.307135,,9,4
2020-04-21 16:34:07.307136,Triple Duplicate,7,4
2020-04-21 16:34:07.307681,Retransmission,1,3
2020-04-21 16:34:07.307807,,2,3
2020-04-21 16:34:07.307808,,4,3
2020-04-21 16:34:07.307808,Triple Duplicate,5,2
2020-04-21 16:34:07.307809,,6,2
2020-04-21 16:34:07.307810,,7,2
2020-04-21 16:34:07.307810,Triple Duplicate,6,3
2020-04-21 16:34:07.308381,Retransmission,1,3
2020-04-21 16:34:07.308507,,2,3
2020-04-21 16:34:07.308508,,4,3
2020-04-21 16:34:07.308509,Triple Duplicate,5,2
2020-04-21 16:34:07.308509,,6,2
2020-04-21 16:34:07.310494,Retransmission,1,3
2020-04-21 16:34:07.310659,,2,3
2020-04-21 16:34:07.310660,,4,3
2020-04-21 16:34:07.310661,Triple Duplicate,5,2
2020-04-21 16:34:07.310662,,6,2
2020-04-21 16:34:07.310662,,7,2
2020-04-21 16:34:07.310663,Triple Duplicate,6,3
2020-04-21 16:34:07.310663,,7,3
2020-04-21 16:34:07.310664,,8,3
2020-04-21 16:34:07.310665,Triple Duplicate,7,4
2020-04-21 16:34:07.310665,,8,4
2020-04-21 16:34:07.310666,,9,4
2020-04-21 16:34:07.310667,Triple Duplicate,7,4
2020-04-21 16:34:07.310668,,8,4
2020-04-21 16:34:07.310668,,9,4
2020-04-21 16:34:07.310669,Triple Duplicate,7,4
2020-04-21 16:34:07.310670,,8,4
2020-04-21 16:34:07.310670,,9,4
2020-04-21 16:34:07.312021,Retransmission,1,4
2020-04-21 16:34:07.312155,,2,4
2020-04-21 16:34:07.312155,,4,4
2020-04-21 16:34:07.312156,Triple Duplicate,5,2
2020-04-21 16:34:07.312157,,6,2
2020-04-21 16:34:07.312158,,7,2
2020-04-21 16:34:07.312158,Triple Duplicate,6,3
2020-04-21 16:34:07.312159,,7,3
2020-04-21 16:34:07.312159,,8,3
2020-04-21 16:34:07.313310,Retransmission,1,4
2020-04-21 16:34:07.313424,,2,4
2020-04-21 16:34:07.315020,Retransmission,1,1
2020-04-21 16:34:07.315108,,2,1
2020-04-21 16:34:07.315109,,3,1
2020-04-21 16:34:07.315109,Triple Duplicate,4,1
2020-04-21 16:34:07.315110,,5,1
2020-04-21 16:34:07.315110,,6,1
2020-04-21 16:34:07.315111,Triple Duplicate,6,3
2020-04-21 16:34:07.315111,,7,3
2020-04-21 16:34:07.315112,,8,3
2020-04-21 16:34:07.315112,Triple Duplicate,7,4
2020-04-21 16:34:07.315113,,8,4
2020-04-21 16:34:07.315113,,9,4
2020-04-21 16:34:07.315113,Triple Duplicate,7,4
2020-04-21 16:34:07.315114,,8,4
2020-04-21 16:34:07.315114,,9,4
2020-04-21 16:34:07.315614,Retransmission,1,4
2020-04-21 16:34:07.315709,,2,4
2020-04-21 16:34:07.315709,,4,4
2020-04-21 16:34:07.315710,Triple Duplicate,5,2
2020-04-21 16:34:07.315710,,6,2
2020-04-21 16:34:07.315711,Triple Duplicate,6,3
2020-04-21 16:34:07.315711,,7,3
2020-04-21 16:34:07.315712,,8,3
2020-04-21 16:34:07.315712,,9,3
2020-04-21 16:34:07.315713,Triple Duplicate,7,4
2020-04-21 16:34:07.315713,,8,4
2020-04-21 16:34:07.315713,,9,4
2020-04-21 16:34:07.315714,Triple Duplicate,7,4
2020-04-21 16:34:07.315714,,8,4
2020-04-21 16:34:07.315715,,9,4
2020-04-21 16:34:07.315715,Triple Duplicate,7,4
2020-04-21 16:34:07.315716,,8,4
2020-04-21 16:34:07.315716,,9,4
2020-04-21 16:34:07.315717,Triple Duplicate,7,4
2020-04-21 16:34:07.315717,,8,4
2020-04-21 16:34:07.315717,,9,4
2020-04-21 16:34:07.315718,Triple Duplicate,7,4
2020-04-21 16:34:07.317061,Retransmission,1,3
2020-04-21 16:34:07.317137,,2,3
2020-04-21 16:34:07.317138,Triple Duplicate,4,1
2020-04-21 16:34:07.317138,,5,1
2020-04-21 16:34:07.317139,,6,1
2020-04-21 16:34:07.317139,,7,1
2020-04-21 16:34:07.317139,Triple Duplicate,6,3
2020-04-21 16:34:07.317140,,7,3
2020-04-21 16:34:07.317140,,8,3
2020-04-21 16:34:07.317140,Triple Duplicate,7,4
2020-04-21 16:34:07.317141,,8,4
2020-04-21 16:34:07.317141,,9,4
2020-04-21 16:34:07.317141,Triple Duplicate,7,4
2020-04-21 16:34:07.317142,,8,4
2020-04-21 16:34:07.317142,,9,4
2020-04-21 16:34:07.317143,Triple Duplicate,7,4
2020-04-21 16:34:07.317143,,8,4
2020-04-21 16:34:07.317143,,9,4
2020-04-21 16:34:07.317144,,10,4
2020-04-21 16:34:07.317144,Triple Duplicate,8,5
2020-04-21 16:34:07.318849,Retransmission,1,4
2020-04-21 16:34:07.318894,,2,4
2020-04-21 16:34:07.318894,,4,4
2020-04-21 16:34:07.318895,Triple Duplicate,5,2
2020-04-21 16:34:07.318895,,6,2
2020-04-21 16:34:07.318895,,7,2
2020-04-21 16:34:07.380396,Retransmission,1,3
2020-04-21 16:34:07.380465,,2,3
2020-04-21 16:34:07.380466,,4,3
2020-04-21 16:34:07.380466,Triple Duplicate,5,2
2020-04-21 16:34:07.380466,,6,2
2020-04-21 16:34:07.380467,,7,2
2020-04-21 16:34:07.380467,Triple Duplicate,6,3
2020-04-21 16:34:07.380468,Triple Duplicate,6,3
2020-04-21 16:34:07.380468,,7,3
2020-04-21 16:34:07.380468,,8,3
2020-04-21 16:34:07.380468,,9,3
2020-04-21 16:34:07.380469,,10,3
2020-04-21 16:34:07.421519,Retransmission,1,5
2020-04-21 16:34:07.421574,,2,5
2020-04-21 16:34:07.422227,Retransmission,1,1
2020-04-21 16:34:07.422292,,2,1
2020-04-21 16:34:07.422293,,3,1
2020-04-21 16:34:07.422293,Triple Duplicate,4,1
2020-04-21 16:34:07.422294,Triple Duplicate,5,2
2020-04-21 16:34:07.422294,,6,2
2020-04-21 16:34:07.422294,,7,2
2020-04-21 16:34:07.422294,,8,2
2020-04-21 16:34:07.422295,,9,2
2020-04-21 16:34:07.422295,Triple Duplicate,7,4
2020-04-21 16:34:07.422295,,8,4
2020-04-21 16:34:07.422296,Triple Duplicate,7,4
2020-04-21 16:34:07.422296,,8,4
2020-04-21 16:34:07.422296,,9,4
2020-04-21 16:34:07.422297,Triple Duplicate,7,4
2020-04-21 16:34:07.422297,,8,4
2020-04-21 16:34:07.422297,,9,4
2020-04-21 16:34:07.422298,,10,4
2020-04-21 16:34:07.422298,Triple Duplicate,8,5
2020-04-21 16:34:07.422298,,9,5
2020-04-21 16:34:07.422299,,10,5
2020-04-21 16:34:07.422299,Triple Duplicate,8,5
2020-04-21 16:34:07.423446,Retransmission,1,4
2020-04-21 16:34:07.423484,,2,4
2020-04-21 16:34:07.423485,,4,4
2020-04-21 16:34:07.423485,Triple Duplicate,5,2
2020-04-21 16:34:07.423486,,6,2
2020-04-21 16:34:07.423486,,7,2
2020-04-21 16:34:07.423486,Triple Duplicate,6,3
2020-04-21 16:34:07.425728,Retransmission,1,3
2020-04-21 16:34:07.425730,Retransmission,1,1
2020-04-21 16:34:07.425764,,2,1
2020-04-21 16:34:07.425765,Triple Duplicate,4,1
2020-04-21 16:34:07.425765,,5,1
2020-04-21 16:34:07.425765,,6,1
2020-04-21 16:34:07.425795,,7,1
2020-04-21 16:34:07.425795,Triple Duplicate,6,3
2020-04-21 16:34:07.425795,,7,3
2020-04-21 16:34:07.425796,,8,3
2020-04-21 16:34:07.425796,Triple Duplicate,7,4
2020-04-21 16:34:07.425796,,8,4
2020-04-21 16:34:07.425796,,9,4
2020-04-21 16:34:07.425797,Triple Duplicate,7,4
2020-04-21 16:34:07.425797,,8,4
2020-04-21 16:34:07.425797,,9,4
2020-04-21 16:34:07.425798,Triple Duplicate,7,4
2020-04-21 16:34:07.425798,,8,4
2020-04-21 16:34:07.425798,,9,4
2020-04-21 16:34:07.425799,,10,4
2020-04-21 16:34:07.425799,Triple Duplicate,8,5
2020-04-21 16:34:07.425799,,9,5
2020-04-21 16:34:07.425800,Triple Duplicate,7,4
2020-04-21 16:34:07.427588,Retransmission,1,3
2020-04-21 16:34:07.427590,Retransmission,1,1
2020-04-21 16:34:07.427627,,2,1
2020-04-21 16:34:07.427627,,3,1
2020-04-21 16:34:07.427628,,4,1
2020-04-21 16:34:07.427628,,5,1
2020-04-21 16:34:07.427628,Triple Duplicate,5,2
2020-04-21 16:34:07.427629,Triple Duplicate,5,2
2020-04-21 16:34:07.427629,,6,2
2020-04-21 16:34:07.427630,,7,2
2020-04-21 16:34:07.427646,Triple Duplicate,6,3
2020-04-21 16:34:07.427646,,7,3
2020-04-21 16:34:07.427647,,8,3
2020-04-21 16:34:07.427647,,9,3
2020-04-21 16:34:07.427647,Triple Duplicate,7,4
2020-04-21 16:34:07.427678,Triple Duplicate,6,3
2020-04-21 16:34:07.427678,,7,3
2020-04-21 16:34:07.427679,,8,3
2020-04-21 16:34:07.427679,,9,3
2020-04-21 16:34:07.427679,Triple Duplicate,7,4
2020-04-21 16:34:07.427680,,8,4
2020-04-21 16:34:07.427680,,9,4
2020-04-21 16:34:07.427680,Triple Duplicate,7,4
2020-04-21 16:34:07.427681,,8,4
2020-04-21 16:34:07.427681,,9,4
2020-04-21 16:34:07.427681,Triple Duplicate,7,4
2020-04-21 16:34:07.428127,Retransmission,1,3
2020-04-21 16:34:07.428178,,2,3
2020-04-21 16:34:07.428179,,4,3
2020-04-21 16:34:07.428179,Triple Duplicate,5,2
2020-04-21 16:34:07.428179,,6,2
2020-04-21 16:34:07.428180,,7,2
2020-04-21 16:34:07.428180,,8,2
2020-04-21 16:34:07.428180,Triple Duplicate,7,4
2020-04-21 16:34:07.428181,,8,4
2020-04-21 16:34:07.428181,Triple Duplicate,7,4
2020-04-21 16:34:07.428181,,8,4
2020-04-21 16:34:07.428182,,9,4
2020-04-21 16:34:07.428182,Triple Duplicate,7,4
2020-04-21 16:34:07.428182,,8,4
2020-04-21 16:34:07.428183,Triple Duplicate,7,4
2020-04-21 16:34:07.428183,,8,4
2020-04-21 16:34:07.428183,,9,4
2020-04-21 16:34:07.428184,,10,4
2020-04-21 16:34:07.428184,Triple Duplicate,8,5
2020-04-21 16:34:07.430185,Retransmission,1,4
2020-04-21 16:34:07.430217,,2,4
2020-04-21 16:34:07.430217,,4,4
2020-04-21 16:34:07.430218,Triple Duplicate,5,2
2020-04-21 16:34:07.430815,Retransmission,1,2
2020-04-21 16:34:07.430868,,2,2
2020-04-21 16:34:07.430869,,3,2
2020-04-21 16:34:07.430869,Triple Duplicate,4,1
2020-04-21 16:34:07.430869,,5,1
2020-04-21 16:34:07.430870,,6,1
2020-04-21 16:34:07.430870,Triple Duplicate,6,3
2020-04-21 16:34:07.430870,,7,3
2020-04-21 16:34:07.430871,,8,3
2020-04-21 16:34:07.430871,Triple Duplicate,7,4
2020-04-21 16:34:07.430871,,8,4
2020-04-21 16:34:07.430872,,9,4
2020-04-21 16:34:07.430872,Triple Duplicate,7,4
2020-04-21 16:34:07.430872,,8,4
2020-04-21 16:34:07.430872,,9,4
2020-04-21 16:34:07.430873,Triple Duplicate,7,4
2020-04-21 16:34:07.430874,Triple Duplicate,6,3
2020-04-21 16:34:07.430874,,7,3
2020-04-21 16:34:07.430874,,8,3
2020-04-21 16:34:07.430875,,9,3
2020-04-21 16:34:07.430875,,10,3
2020-04-21 16:34:07.430875,Triple Duplicate,8,5
2020-04-21 16:34:07.433362,Retransmission,1,4
2020-04-21 16:34:07.433395,,2,4
2020-04-21 16:34:07.433395,,4,4
2020-04-21 16:34:07.433395,Triple Duplicate,5,2
2020-04-21 16:34:07.508833,Retransmission,1,2
2020-04-21 16:34:07.508976,,2,2
2020-04-21 16:34:07.508977,,3,2
2020-04-21 16:34:07.508978,Triple Duplicate,4,1
2020-04-21 16:34:07.508979,,5,1
2020-04-21 16:34:07.508979,,6,1
2020-04-21 16:34:07.508980,Triple Duplicate,6,3
2020-04-21 16:34:07.508981,,7,3
2020-04-21 16:34:07.508981,,8,3
2020-04-21 16:34:07.508982,Triple Duplicate,7,4
2020-04-21 16:34:07.508983,,8,4
2020-04-21 16:34:07.549752,Retransmission,1,4
2020-04-21 16:34:07.549863,,2,4
2020-04-21 16:34:07.549864,,4,4
2020-04-21 16:34:07.550500,Retransmission,1,2
2020-04-21 16:34:07.550685,,2,2
2020-04-21 16:34:07.550686,,3,2
2020-04-21 16:34:07.550687,Triple Duplicate,4,1
2020-04-21 16:34:07.550687,,5,1
2020-04-21 16:34:07.550688,,6,1
2020-04-21 16:34:07.550689,Triple Duplicate,6,3
2020-04-21 16:34:07.550689,,7,3
2020-04-21 16:34:07.550690,,8,3
2020-04-21 16:34:07.550691,Triple Duplicate,7,4
2020-04-21 16:34:07.550691,,8,4
2020-04-21 16:34:07.550692,,9,4
2020-04-21 16:34:07.550693,Triple Duplicate,7,4
2020-04-21 16:34:07.550694,,8,4
2020-04-21 16:34:07.550694,,9,4
2020-04-21 16:34:07.550695,Triple Duplicate,7,4
2020-04-21 16:34:07.550696,,8,4
2020-04-21 16:34:07.550696,,9,4
2020-04-21 16:34:07.550697,Triple Duplicate,7,4
2020-04-21 16:34:07.550698,,8,4
2020-04-21 16:34:07.550698,,9,4
2020-04-21 16:34:07.550699,Triple Duplicate,7,4
2020-04-21 16:34:07.550700,,8,4
2020-04-21 16:34:07.550986,Retransmission,1,4
2020-04-21 16:34:07.551084,,2,4
2020-04-21 16:34:07.551085,,4,4
2020-04-21 16:34:07.551085,Triple Duplicate,5,2
2020-04-21 16:34:07.551086,,6,2
2020-04-21 16:34:07.551087,,7,2
2020-04-21 16:34:07.551087,Triple Duplicate,6,3
2020-04-21 16:34:07.554360,Retransmission,1,3
2020-04-21 16:34:07.554541,,2,3
2020-04-21 16:34:07.554541,,4,3
2020-04-21 16:34:07.554542,Triple Duplicate,5,2
2020-04-21 16:34:07.554543,,6,2
2020-04-21 16:34:07.554544,,7,2
2020-04-21 16:34:07.554544,Triple Duplicate,6,3
2020-04-21 16:34:07.554545,,7,3
2020-04-21 16:34:07.554545,,8,3
2020-04-21 16:34:07.554546,Triple Duplicate,7,4
2020-04-21 16:34:07.554547,,8,4
2020-04-21 16:34:07.554548,,9,4
2020-04-21 16:34:07.554548,Triple Duplicate,7,4
2020-04-21 16:34:07.554549,,8,4
2020-04-21 16:34:07.554550,,9,4
2020-04-21 16:34:07.554550,Triple Duplicate,7,4
2020-04-21 16:34:07.554551,,8,4
2020-04-21 16:34:07.554552,,9,4
2020-04-21 16:34:07.554552,Triple Duplicate,7,4
2020-04-21 16:34:07.554553,,8,4
2020-04-21 16:34:07.554554,,9,4
2020-04-21 16:34:07.554554,Triple Duplicate,7,4
2020-04-21 16:34:07.555719,Retransmission,1,3
2020-04-21 16:34:07.555898,,2,3
2020-04-21 16:34:07.555899,,4,3
2020-04-21 16:34:07.555899,Triple Duplicate,5,2
2020-04-21 16:34:07.555900,,6,2
2020-04-21 16:34:07.555901,,7,2
2020-04-21 16:34:07.555901,Triple Duplicate,6,3
2020-04-21 16:34:07.555902,,7,3
2020-04-21 16:34:07.555903,,8,3
2020-04-21 16:34:07.555903,Triple Duplicate,7,4
2020-04-21 16:34:07.555904,,8,4
2020-04-21 16:34:07.555905,Triple Duplicate,7,4
2020-04-21 16:34:07.555905,,8,4
2020-04-21 16:34:07.555906,,9,4
2020-04-21 16:34:07.555907,,10,4
2020-04-21 16:34:07.555907,Triple Duplicate,8,5
2020-04-21 16:34:07.555908,,9,5
2020-04-21 16:34:07.555909,,10,5
2020-04-21 16:34:07.555909,Triple Duplicate,8,5
2020-04-21 16:34:07.555910,,9,5
2020-04-21 16:34:07.555911,,10,5
2020-04-21 16:34:07.557940,Retransmission,1,5
2020-04-21 16:34:07.558057,,2,5
2020-04-21 16:34:07.558058,,4,5
2020-04-21 16:34:07.558059,Triple Duplicate,5,2
2020-04-21 16:34:07.558059,,6,2
2020-04-21 16:34:07.558171,Retransmission,1,3
2020-04-21 16:34:07.558318,,2,3
2020-04-21 16:34:07.558319,,4,3
2020-04-21 16:34:07.558320,Triple Duplicate,5,2
2020-04-21 16:34:07.558321,,6,2
2020-04-21 16:34:07.558321,,7,2
2020-04-21 16:34:07.558322,Triple Duplicate,6,3
2020-04-21 16:34:07.558323,,7,3
2020-04-21 16:34:07.558323,,8,3
2020-04-21 16:34:07.558324,Triple Duplicate,7,4
2020-04-21 16:34:07.558325,,8,4
2020-04-21 16:34:07.558325,,9,4
2020-04-21 16:34:07.558326,Triple Duplicate,7,4
2020-04-21 16:34:07.558327,,8,4
2020-04-21 16:34:07.558328,,9,4
2020-04-21 16:34:07.558328,Triple Duplicate,7,4
2020-04-21 16:34:07.558329,,8,4
2020-04-21 16:34:07.558329,,9,4
2020-04-21 16:34:07.558330,Triple Duplicate,7,4
2020-04-21 16:34:07.558331,,8,4
2020-04-21 16:34:07.558331,,9,4
2020-04-21 16:34:07.558839,Retransmission,1,4
2020-04-21 16:34:07.558944,,2,4
2020-04-21 16:34:07.560909,Retransmission,1,1
2020-04-21 16:34:07.561090,,2,1
2020-04-21 16:34:07.561091,,3,1
2020-04-21 16:34:07.561092,Triple Duplicate,4,1
2020-04-21 16:34:07.561092,,5,1
2020-04-21 16:34:07.561093,,6,1
2020-04-21 16:34:07.561094,Triple Duplicate,6,3
2020-04-21 16:34:07.561094,,7,3
2020-04-21 16:34:07.561095,,8,3
2020-04-21 16:34:07.561095,Triple Duplicate,7,4
2020-04-21 16:34:07.561096,,8,4
2020-04-21 16:34:07.561097,,9,4
2020-04-21 16:34:07.561097,Triple Duplicate,7,4
2020-04-21 16:34:07.561098,,8,4
2020-04-21 16:34:07.561099,,9,4
2020-04-21 16:34:07.561100,Triple Duplicate,7,4
2020-04-21 16:34:07.561100,,8,4
2020-04-21 16:34:07.561101,,9,4
2020-04-21 16:34:07.561102,Triple Duplicate,7,4
2020-04-21 16:34:07.561102,,8,4
2020-04-21 16:34:07.561103,,9,4
2020-04-21 16:34:07.561104,Triple Duplicate,7,4
2020-04-21 16:34:07.564542,Retransmission,1,3
2020-04-21 16:34:07.564668,,2,3
2020-04-21 16:34:07.564669,,4,3
2020-04-21 16:34:07.564670,Triple Duplicate,5,2
2020-04-21 16:34:07.564671,,6,2
2020-04-21 16:34:07.630040,Retransmission,1,3
2020-04-21 16:34:07.630184,,2,3
2020-04-21 16:34:07.630185,,4,3
2020-04-21 16:34:07.630186,Triple Duplicate,5,2
2020-04-21 16:34:07.630187,,6,2
2020-04-21 16:34:07.630187,,7,2
2020-04-21 16:34:07.630188,Triple Duplicate,6,3
2020-04-21 16:34:07.630189,,7,3
2020-04-21 16:34:07.630190,,8,3
2020-04-21 16:34:07.630190,Triple Duplicate,7,4
2020-04-21 16:34:07.630191,,8,4
2020-04-21 16:34:07.671327,Retransmission,1,4
2020-04-21 16:34:07.671405,,2,4
2020-04-21 16:34:07.671406,,4,4
2020-04-21 16:34:07.672020,Retransmission,1,2
2020-04-21 16:34:07.672115,,2,2
2020-04-21 16:34:07.672115,,3,2
2020-04-21 16:34:07.672116,Triple Duplicate,4,1
2020-04-21 16:34:07.672116,,5,1
2020-04-21 16:34:07.672117,,6,1
2020-04-21 16:34:07.672117,Triple Duplicate,6,3
2020-04-21 16:34:07.672118,,7,3
2020-04-21 16:34:07.672118,,8,3
2020-04-21 16:34:07.672119,Triple Duplicate,7,4
2020-04-21 16:34:07.672119,,8,4
2020-04-21 16:34:07.672120,,9,4
2020-04-21 16:34:07.672120,Triple Duplicate,7,4
2020-04-21 16:34:07.672121,,8,4
2020-04-21 16:34:07.672121,,9,4
2020-04-21 16:34:07.672122,Triple Duplicate,7,4
2020-04-21 16:34:07.672122,,8,4
2020-04-21 16:34:07.672123,,9,4
2020-04-21 16:34:07.672123,Triple Duplicate,7,4
2020-04-21 16:34:07.672123,,8,4
2020-04-21 16:34:07.672124,,9,4
2020-04-21 16:34:07.673428,Retransmission,1,4
2020-04-21 16:34:07.673481,,2,4
2020-04-21 16:34:07.673482,,4,4
2020-04-21 16:34:07.675404,Retransmission,1,2
2020-04-21 16:34:07.675502,,2,2
2020-04-21 16:34:07.675502,,3,2
2020-04-21 16:34:07.675503,Triple Duplicate,4,1
2020-04-21 16:34:07.675504,,5,1
2020-04-21 16:34:07.675505,,6,1
2020-04-21 16:34:07.675505,Triple Duplicate,6,3
2020-04-21 16:34:07.676674,Retransmission,1,3
2020-04-21 16:34:07.676787,,2,3
2020-04-21 16:34:07.676787,,4,3
2020-04-21 16:34:07.676788,Triple Duplicate,5,2
2020-04-21 16:34:07.676788,,6,2
2020-04-21 16:34:07.676789,,7,2
2020-04-21 16:34:07.676790,Triple Duplicate,6,3
2020-04-21 16:34:07.676790,,7,3
2020-04-21 16:34:07.676791,,8,3
2020-04-21 16:34:07.676791,Triple Duplicate,7,4
2020-04-21 16:34:07.676792,,8,4
2020-04-21 16:34:07.676792,,9,4
2020-04-21 16:34:07.676793,Triple Duplicate,7,4
2020-04-21 16:34:07.676793,,8,4
2020-04-21 16:34:07.676794,,9,4
2020-04-21 16:34:07.676794,Triple Duplicate,7,4
2020-04-21 16:34:07.676795,,8,4
2020-04-21 16:34:07.676795,,9,4
2020-04-21 16:34:07.676796,,10,4
2020-04-21 16:34:07.676796,Triple Duplicate,8,5
2020-04-21 16:34:07.676845,,9,5
2020-04-21 16:34:07.676845,Triple Duplicate,7,4
2020-04-21 16:34:07.676846,,8,4
2020-04-21 16:34:07.679683,Retransmission,1,4
2020-04-21 16:34:07.679809,,2,4
2020-04-21 16:34:07.679809,,4,4
2020-04-21 16:34:07.679810,Triple Duplicate,5,2
2020-04-21 16:34:07.679810,,6,2
2020-04-21 16:34:07.679811,Triple Duplicate,6,3
2020-04-21 16:34:07.679811,,7,3
2020-04-21 16:34:07.679812,,8,3
2020-04-21 16:34:07.679812,,9,3
2020-04-21 16:34:07.679812,Triple Duplicate,7,4
2020-04-21 16:34:07.679813,,8,4
2020-04-21 16:34:07.679813,,9,4
2020-04-21 16:34:07.679814,Triple Duplicate,7,4
2020-04-21 16:34:07.679814,,8,4
2020-04-21 16:34:07.679815,Triple Duplicate,7,4
2020-04-21 16:34:07.679815,,8,4
2020-04-21 16:34:07.679816,,9,4
2020-04-21 16:34:07.679816,,10,4
2020-04-21 16:34:07.679817,Triple Duplicate,8,5
2020-04-21 16:34:07.679817,,9,5
2020-04-21 16:34:07.679817,,10,5
2020-04-21 16:34:07.680410,Retransmission,1,5
2020-04-21 16:34:07.680533,,2,5
2020-04-21 16:34:07.680534,Triple Duplicate,4,1
2020-04-21 16:34:07.680534,,5,1
2020-04-21 16:34:07.680535,,6,1
2020-04-21 16:34:07.680535,,7,1
2020-04-21 16:34:07.680536,Triple Duplicate,6,3
2020-04-21 16:34:07.680536,,7,3
2020-04-21 16:34:07.680536,,8,3
2020-04-21 16:34:07.680537,Triple Duplicate,7,4
2020-04-21 16:34:07.680537,,8,4
2020-04-21 16:34:07.680538,,9,4
2020-04-21 16:34:07.680538,Triple Duplicate,7,4
2020-04-21 16:34:07.680539,,8,4
2020-04-21 16:34:07.680539,,9,4
2020-04-21 16:34:07.680540,Triple Duplicate,7,4
2020-04-21 16:34:07.680540,,8,4
2020-04-21 16:34:07.680541,Triple Duplicate,7,4
2020-04-21 16:34:07.680541,,8,4
2020-04-21 16:34:07.680542,,9,4
2020-04-21 16:34:07.681041,Retransmission,1,4
2020-04-21 16:34:07.681175,,2,4
2020-04-21 16:34:07.681175,,4,4
2020-04-21 16:34:07.681176,Triple Duplicate,5,2
2020-04-21 16:34:07.681176,,6,2
2020-04-21 16:34:07.681177,,7,2
2020-04-21 16:34:07.681177,Triple Duplicate,6,3
2020-04-21 16:34:07.681178,,7,3
2020-04-21 16:34:07.681178,,8,3
2020-04-21 16:34:07.681178,Triple Duplicate,7,4
2020-04-21 16:34:07.681179,,8,4
2020-04-21 16:34:07.681179,,9,4
2020-04-21 16:34:07.681180,Triple Duplicate,7,4
2020-04-21 16:34:07.681180,,8,4
2020-04-21 16:34:07.681181,,9,4
2020-04-21 16:34:07.681181,Triple Duplicate,7,4
2020-04-21 16:34:07.681182,,8,4
2020-04-21 16:34:07.681182,,9,4
2020-04-21 16:34:07.681183,Triple Duplicate,7,4
2020-04-21 16:34:07.681183,,8,4
2020-04-21 16:34:07.681183,,9,4
2020-04-21 16:34:07.681184,Triple Duplicate,7,4
2020-04-21 16:34:07.681184,,8,4
2020-04-21 16:34:07.681185,,9,4
2020-04-21 16:34:07.681185,Triple Duplicate,7,4
2020-04-21 16:34:07.683412,Retransmission,1,3
2020-04-21 16:34:07.683497,,2,3
2020-04-21 16:34:07.683497,,4,3
2020-04-21 16:34:07.683497,Triple Duplicate,5,2
2020-04-21 16:34:07.683556,Retransmission,1,2
2020-04-21 16:34:07.683621,,2,2
2020-04-21 16:34:07.683621,,3,2
2020-04-21 16:34:07.683622,Triple Duplicate,4,1
2020-04-21 16:34:07.683623,,5,1
2020-04-21 16:34:07.749766,Retransmission,1,2
2020-04-21 16:34:07.749914,,2,2
2020-04-21 16:34:07.749915,,3,2
2020-04-21 16:34:07.749916,Triple Duplicate,4,1
2020-04-21 16:34:07.749917,,5,1
2020-04-21 16:34:07.749917,,6,1
2020-04-21 16:34:07.749918,Triple Duplicate,6,3
2020-04-21 16:34:07.749919,,7,3
2020-04-21 16:34:07.749919,,8,3
2020-04-21 16:34:07.749920,Triple Duplicate,7,4
2020-04-21 16:34:07.749920,,8,4
2020-04-21 16:34:07.749921,,9,4
2020-04-21 16:34:07.790824,Retransmission,1,4
2020-04-21 16:34:07.790938,,2,4
2020-04-21 16:34:07.790939,,4,4
2020-04-21 16:34:07.791522,Retransmission,1,2
2020-04-21 16:34:07.791700,,2,2
2020-04-21 16:34:07.791701,,3,2
2020-04-21 16:34:07.791702,Triple Duplicate,4,1
2020-04-21 16:34:07.791703,,5,1
2020-04-21 16:34:07.791703,,6,1
2020-04-21 16:34:07.791704,Triple Duplicate,6,3
2020-04-21 16:34:07.791705,,7,3
2020-04-21 16:34:07.791705,,8,3
2020-04-21 16:34:07.791706,Triple Duplicate,7,4
2020-04-21 16:34:07.791707,,8,4
2020-04-21 16:34:07.791707,,9,4
2020-04-21 16:34:07.791708,Triple Duplicate,7,4
2020-04-21 16:34:07.791709,,8,4
2020-04-21 16:34:07.791709,,9,4
2020-04-21 16:34:07.791710,Triple Duplicate,7,4
2020-04-21 16:34:07.791710,,8,4
2020-04-21 16:34:07.791711,,9,4
2020-04-21 16:34:07.791712,Triple Duplicate,7,4
2020-04-21 16:34:07.791713,,8,4
2020-04-21 16:34:07.791713,,9,4
2020-04-21 16:34:07.792808,Retransmission,1,4
2020-04-21 16:34:07.792922,,2,4
2020-04-21 16:34:07.792923,,4,4
2020-04-21 16:34:07.794862,Retransmission,1,2
2020-04-21 16:34:07.794990,,2,2
2020-04-21 16:34:07.794991,,3,2
2020-04-21 16:34:07.794991,Triple Duplicate,4,1
2020-04-21 16:34:07.794992,,5,1
2020-04-21 16:34:07.794993,Triple Duplicate,5,2
2020-04-21 16:34:07.794993,,6,2
2020-04-21 16:34:07.796249,Retransmission,1,3
2020-04-21 16:34:07.796434,,2,3
2020-04-21 16:34:07.796435,,4,3
2020-04-21 16:34:07.796436,Triple Duplicate,5,2
2020-04-21 16:34:07.796436,,6,2
2020-04-21 16:34:07.796437,,7,2
2020-04-21 16:34:07.796438,,8,2
